no,tanggal,bulan,hari,keterangan,sumber_info,waktu_info,kelurahan,kecamatan,wilayah,objek_awal,jenis_bangunan,penyebab,korban_jiwa,kerugian
1408,31,10,Kamis,Bencana Kebakaran,Masyarakat,23:30,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,,2000000
1409,1,11,Jumat,Bencana Kebakaran,Petugas Instansi Lain,2:30,Kamal,Kalideres,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Kompor,,5000000
1410,1,11,Jumat,Bencana Kebakaran,Petugas Instansi Lain,11:30,Gambir,Gambir,Kota Administrasi Jakarta Pusat,Genset,,Listrik,,25000000
1412,2,11,Sabtu,Bencana Kebakaran,Petugas Pemadam,0:30,Joglo,Kembangan,Kota Administrasi Jakarta Barat,Rumah tinggal semi permanen,Bangunan Rendah,Listrik,4,150000000
1414,2,11,Sabtu,Bencana Kebakaran,Masyarakat,15:20,Menteng Dalam,Tebet,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,,15000000
1415,3,11,Minggu,Bencana Kebakaran,Masyarakat,1:10,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,Warung Bakso,,Listrik,,1000000
1416,3,11,Minggu,Bencana Kebakaran,Masyarakat,10:10,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,Bedeng Proyek,Bangunan Rendah,Listrik,,18000000
1417,3,11,Minggu,Bencana Kebakaran,Masyarakat,19:40,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,Gardu Listrik,,Listrik,,5000000
1418,3,11,Minggu,Bencana Kebakaran,Masyarakat,21:15,Pisangan Baru,Matraman,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Kompor,5,2000000
1419,4,11,Senin,Bencana Kebakaran,Petugas Pemadam,9:45,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal & Gudang,Bangunan Rendah,Listrik,,10000000
1420,4,11,Senin,Bencana Kebakaran,Petugas Pemadam,15:15,Lenteng Agung,Jagakarsa,Kota Administrasi Jakarta Selatan,Rumah Tinggal Lt. 2,Bangunan Rendah,Lain,6,175000000
1421,4,11,Senin,Bencana Kebakaran,Petugas Pemadam,19:10,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,3,1000000
1422,5,11,Selasa,Bencana Kebakaran,Masyarakat,4:20,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,Rumah tinggal di Lt. 2,Bangunan Rendah,Listrik,4,200000000
1423,4,11,Senin,Bencana Kebakaran,Petugas Pemadam,11:40,kalideres,Kalideres,Kota Administrasi Jakarta Barat,Rumah tinggal,Bangunan Rendah,Listrik,6,200000000
1424,5,11,Selasa,Bencana Kebakaran,Masyarakat,12:20,Bungur,Senen,Kota Administrasi Jakarta Pusat,Mobil,,Lain,,40000000
1425,5,11,Selasa,Bencana Kebakaran,Masyarakat,16:15,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,1000000
1426,5,11,Selasa,Bencana Kebakaran,Masyarakat,19:05,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,1000000
1431,5,11,Selasa,Bencana Kebakaran,Masyarakat,22:05,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,Lapak Madura,Bangunan Rendah,Listrik,18,40000000
1432,6,11,Rabu,Bencana Kebakaran,Masyarakat,12:20,Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,Mobil Sedan Altis,,Listrik,,10000000
1434,6,11,Rabu,Bencana Kebakaran,Masyarakat,23:25,Kebon Manggis,Matraman,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,80,900000000
1435,6,11,Rabu,Bencana Kebakaran,Masyarakat,17:00,Cempaka Baru,Kemayoran,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Kompor,20,5000000
1436,7,11,Kamis,Bencana Kebakaran,Masyarakat,4:45,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,Warung Klontong,Bangunan Rendah,Listrik,3,96000000
1437,7,11,Kamis,Bencana Kebakaran,Masyarakat,22:10,Tegal Alur,Kalideres,Kota Administrasi Jakarta Barat,Ruang kantor,Bangunan Rendah,Listrik,,30000000
1439,8,11,Jumat,Bencana Kebakaran,Masyarakat,19:50,Utan Kayu Selatan,Matraman,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,3,100000000
1441,9,11,Sabtu,Bencana Kebakaran,Masyarakat,8:30,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,Panel Listrik,,Listrik,,1000000
1442,9,11,Sabtu,Bencana Kebakaran,Masyarakat,14:55,Rawa Badak Selatan,Koja,Kota Administrasi Jakarta Utara,Mobil KWK 07,,Listrik,,70000000
1443,9,11,Sabtu,Bencana Kebakaran,Masyarakat,22:10,Cipinang,Pulogadung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Lain,2,10000000
1444,9,11,Sabtu,Bencana Kebakaran,Masyarakat,16:10,Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,Ruko,,Listrik,,200000000
1445,10,11,Minggu,Bencana Kebakaran,Masyarakat,22:45,Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,Truck Container,,Listrik,,125000000
1446,10,11,Minggu,Bencana Kebakaran,Masyarakat,21:45,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,1000000
1447,11,11,Senin,Bencana Kebakaran,Masyarakat,3:30,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,Rumah Makan,Bangunan Rendah,Listrik,10,900000000
1449,11,11,Senin,Bencana Kebakaran,Masyarakat,13:15,Pluit,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Pompa,,Listrik,,10000000
1450,12,11,Selasa,Bencana Kebakaran,Masyarakat,2:20,Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,,60000000
1453,13,11,Rabu,Bencana Kebakaran,Masyarakat,9:10,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Menengah,Kompor,44,1200000000
1454,13,11,Rabu,Bencana Kebakaran,Petugas Pemadam,22:40,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Menengah,Listrik,4,450000000
1457,14,11,Kamis,Bencana Kebakaran,Petugas Instansi Lain,11:20,Paseban,Senen,Kota Administrasi Jakarta Pusat,Genset,,Listrik,,200000000
1458,14,11,Kamis,Bencana Kebakaran,Masyarakat,18:00,Kedoya Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,,10000000
1461,16,11,Sabtu,Bencana Kebakaran,Masyarakat,3:10,Semper Timur,Cilincing,Kota Administrasi Jakarta Utara,Tumpukan Besi Tua,,Listrik,1,10000000
1462,16,11,Sabtu,Bencana Kebakaran,Masyarakat,10:45,Rawa Terate,Cakung,Kota Administrasi Jakarta Timur,Limbah Batu Bara,Bangunan Rendah,Lain,,1000000
1463,16,11,Sabtu,Bencana Kebakaran,Petugas Pemadam,12:40,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,Rumah Tinggal penjaga sekolah,Bangunan Rendah,Listrik,3,10000000
1464,16,11,Sabtu,Bencana Kebakaran,Masyarakat,16:00,Cipete Selatan,Cilandak,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,10000000
1465,17,11,Minggu,Bencana Kebakaran,Masyarakat,11:00,Tambora,Tambora,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,,2000000
1466,17,11,Minggu,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,13:30,Maphar,Tamansari,Kota Administrasi Jakarta Barat,Pohon Tumbang,,Lain,,50000000
1470,17,11,Minggu,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,14:45,Munjul,Cipayung,Kota Administrasi Jakarta Timur,Pohon Tumbang,,Lain,,5700000
1471,18,11,Senin,Bencana Kebakaran,Masyarakat,1:10,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,30,60000000
1472,18,11,Senin,Bencana Kebakaran,Masyarakat,2:30,Kampung Rawa,Johar Baru,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,12,100000000
1473,18,11,Senin,Bencana Kebakaran,Petugas Pemadam,13:00,Tugu Selatan,Koja,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,7,500000000
1474,18,11,Senin,Bencana Kebakaran,Masyarakat,15:40,Ancol,Pademangan,Kota Administrasi Jakarta Utara,Gardu Listrik,Bangunan Rendah,Listrik,,3000000
1475,19,11,Selasa,Bencana Kebakaran,Masyarakat,3:20,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,Gardu Listrik,Bangunan Rendah,Listrik,,100000000
1476,19,11,Selasa,Bencana Kebakaran,Masyarakat,11:40,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Kompor,15,15000000
1477,19,11,Selasa,Bencana Kebakaran,Masyarakat,14:55,Gedong,Pasar Rebo,Kota Administrasi Jakarta Timur,Mobil Bus,,Listrik,,250000000
1478,19,11,Selasa,Bencana Kebakaran,Petugas Instansi Lain,17:30,Pinangsia,Tamansari,Kota Administrasi Jakarta Barat,Ruko,Bangunan Rendah,Lain,,20000000
1479,19,11,Selasa,Bencana Kebakaran,Masyarakat,20:45,Tangerang,Tangerang,Kota Tangerang,Pasar Cipondoh,Bangunan Menengah,Listrik,,1000000000
1480,19,11,Selasa,Bencana Kebakaran,Petugas Pemadam,15:20,Bungur,Senen,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Kompor,20,1000000000
1482,21,11,Kamis,Bencana Kebakaran,Masyarakat,21:10,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,Stasiun Cikini,Bangunan Rendah,Listrik,,5000000
1483,21,11,Kamis,Bencana Kebakaran,Petugas Instansi Lain,21:35,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Crane,,Listrik,,100000000
1484,21,11,Kamis,Bencana Kebakaran,Masyarakat,23:15,Petukangan Utara,Pesanggrahan,Kota Administrasi Jakarta Selatan,Ruko,Bangunan Rendah,Listrik,8,300000000
1485,22,11,Jumat,Bencana Kebakaran,Masyarakat,9:55,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,Bengkel Motor,Bangunan Rendah,Listrik,,40000000
1486,22,11,Jumat,Bencana Kebakaran,Masyarakat,14:25,Pisangan Baru,Matraman,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,2,750000000
1487,22,11,Jumat,Bencana Kebakaran,Masyarakat,20:00,Paseban,Senen,Kota Administrasi Jakarta Pusat,Gedung Gereja Advent,Bangunan Menengah,Listrik,,200000000
1488,23,11,Sabtu,Bencana Kebakaran,Masyarakat,10:00,cipinang besar selatan,Jatinegara,Kota Administrasi Jakarta Timur,Bedeng,Bangunan Rendah,Listrik,,100000000
1489,23,11,Sabtu,Bencana Kebakaran,Masyarakat,14:40,Grogol Utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Rukan,Bangunan Rendah,Listrik,,120000000
1490,24,11,Minggu,Bencana Kebakaran,Masyarakat,5:00,Tangerang,Tangerang,Kota Tangerang,Rumah Tinggal,Bangunan Rendah,Kompor,6,30000000
1494,26,11,Selasa,Bencana Kebakaran,Petugas Pemadam,2:20,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,Kantin Universitas Pancasial,Bangunan Rendah,Listrik,,380000000
1495,26,11,Selasa,Bencana Kebakaran,Masyarakat,6:00,Pasar Manggis,Setiabudi,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,2,84000000
1496,26,11,Selasa,Bencana Kebakaran,Masyarakat,11:15,Menteng,Menteng,Kota Administrasi Jakarta Pusat,Kabel Telkom + intercom,,Listrik,,10000000
1498,27,11,Rabu,Bencana Kebakaran,Petugas Instansi Lain,8:15,Rawa Terate,Cakung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,3,500000000
1499,27,11,Rabu,Bencana Kebakaran,Petugas Instansi Lain,23:35,Bintaro,Pesanggrahan,Kota Administrasi Jakarta Selatan,Box Listrik,,Listrik,,2000000
1500,28,11,Kamis,Bencana Kebakaran,Masyarakat,7:40,Kebagusan,Pasar Minggu,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,6,10000000
1501,28,11,Kamis,Bencana Kebakaran,Masyarakat,9:05,Petogogan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Rumah Tinggal + Garasi,Bangunan Rendah,Listrik,4,200000000
1502,28,11,Kamis,Bencana Kebakaran,Petugas Pemadam,14:15,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,Ruko UD Perkasa Makmur,Bangunan Menengah,Listrik,,100000000
1503,28,11,Kamis,Bencana Kebakaran,Masyarakat,16:50,Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,Lapak dan Ruko,Bangunan Menengah,Listrik,,2000000000
1504,28,11,Kamis,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,18:00,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,Pohon Tumbang,,Lain,,10000000
1505,28,11,Kamis,Bencana Kebakaran,Masyarakat,17:36,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,3,8000000
1506,29,11,Jumat,Bencana Kebakaran,Masyarakat,7:10,Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,Kantor,Bangunan Rendah,Listrik,,700000000
1509,29,11,Jumat,Bencana Kebakaran,Masyarakat,16:05,Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Ruko Photo Copy,Bangunan Rendah,Listrik,,190000000
1510,29,11,Jumat,Bencana Kebakaran,Masyarakat,19:20,Pangadegan,Pancoran,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,,20000000
1512,29,11,Jumat,Bencana Kebakaran,Masyarakat,20:08,Cipinang,Pulogadung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Listrik,16,800000000
1513,30,11,Sabtu,Bencana Kebakaran,Masyarakat,1:45,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,4,25000000
1515,30,11,Sabtu,Bencana Kebakaran,Masyarakat,10:02,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,Toko Mebel,Bangunan Rendah,Listrik,5,400000000
1517,30,11,Sabtu,Bencana Kebakaran,Masyarakat,18:20,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,3,750000000
1518,30,11,Sabtu,Bencana Kebakaran,Masyarakat,15:25,Meruya Utara,Kembangan,Kota Administrasi Jakarta Barat,Show Room Mobil Suzuki,Bangunan Rendah,Lain,,300000000
1520,1,12,Minggu,Bencana Kebakaran,Masyarakat,6:30,Makasar,Makasar,Kota Administrasi Jakarta Timur,Rumah Tinggal LT. II,Bangunan Rendah,Listrik,4,20000000
1521,1,12,Minggu,Bencana Kebakaran,Petugas Pemadam,14:02,Rawa Terate,Cakung,Kota Administrasi Jakarta Timur,Mobil angkot,,Listrik,,50000000
1522,1,12,Minggu,Bencana Kebakaran,Petugas Pemadam,16:30,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,3,7000000
1523,2,12,Senin,Bencana Kebakaran,Masyarakat,5:05,Bekasi,Bekasi,Kota Bekasi,Ruko,Bangunan Tinggi,Listrik,,1250000000
1524,2,12,Senin,Bencana Kebakaran,Masyarakat,12:03,Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,,2000000
1525,2,12,Senin,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Instansi Lain,6:30,Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,Truk Tangki Petamina,,Lain,,500000000
1526,2,12,Senin,Bencana Kebakaran,Masyarakat,8:30,Tangerang,Tangerang,Kota Tangerang,Gudang,Bangunan Menengah,Listrik,,1000000000
1527,2,12,Senin,Bencana Kebakaran,Masyarakat,19:30,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,Kabel udara,,Listrik,,10000000
1528,3,12,Selasa,Bencana Kebakaran,Petugas Instansi Lain,19:10,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Kompor,4,10000000
1529,3,12,Selasa,Bencana Kebakaran,Masyarakat,7:20,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Listrik,4,10000000
1530,4,12,Rabu,Bencana Kebakaran,Masyarakat,16:35,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,Lapak Bensin Eceran,Bangunan Rendah,Lain,,3500000
1532,4,12,Rabu,Bencana Kebakaran,Petugas Instansi Lain,20:20,Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,Mobil,,Listrik,,175000000
1533,5,12,Kamis,Bencana Kebakaran,Masyarakat,14:50,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Lain,28,250000000
1534,7,12,Sabtu,Bencana Kebakaran,Masyarakat,2:05,Papanggo,Tanjung Priok,Kota Administrasi Jakarta Utara,Apartemen,Bangunan Tinggi,Listrik,3,45000000
1535,7,12,Sabtu,Bencana Kebakaran,Masyarakat,10:55,Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Menengah,Listrik,3,1000000000
1536,7,12,Sabtu,Bencana Kebakaran,Masyarakat,19:30,Cipete Selatan,Cilandak,Kota Administrasi Jakarta Selatan,Tabung Gas LPG + Slang,,Lain,,1000000
1537,7,12,Sabtu,Bencana Kebakaran,Masyarakat,20:00,Ciganjur,Jagakarsa,Kota Administrasi Jakarta Selatan,Kompor Gas,,Lain,,5000000
1538,8,12,Minggu,Bencana Kebakaran,Masyarakat,1:00,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,Sekolah,Bangunan Menengah,Listrik,,20000000
1539,8,12,Minggu,Bencana Kebakaran,Masyarakat,11:05,Kedaung Kali Angke,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,21,700000000
1541,9,12,Senin,Bencana Kebakaran,Masyarakat,14:45,Tanjung Priok,Tanjung Priok,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,4,15000000
1544,10,12,Selasa,Bencana Kebakaran,Masyarakat,5:50,Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,Rumah Tinggal,Bangunan Rendah,Listrik,54,1000000000
1545,10,12,Selasa,Bencana Kebakaran,Masyarakat,9:00,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,Rumah Kontrakan,Bangunan Rendah,Listrik,15,225000000
1548,12,12,Kamis,Bencana Kebakaran,Masyarakat,11:55,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,Sebagian kamar tempat ibadah,Bangunan Rendah,Lain,8,5000000
1549,13,12,Jumat,Bencana Kebakaran,Masyarakat,20:00,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,Box Listrik,,Listrik,,5000000
1550,13,12,Jumat,Bencana Kebakaran,Masyarakat,10:00,Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,Kios Bensin Eceran,,Rokok,,1000000
1551,14,12,Sabtu,Bencana Kebakaran,Masyarakat,4:35,Semanan,Kalideres,Kota Administrasi Jakarta Barat,Toko Kelontong,Bangunan Rendah,Listrik,,30000000
1552,15,12,Minggu,Bencana Kebakaran,Petugas Instansi Lain,1:30,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,Sepeda Motor,,Listrik,,6500000
1553,15,12,Minggu,Bencana Kebakaran,Masyarakat,5:25,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,Salon/Spa,Bangunan Rendah,Listrik,3,15000000
1554,16,12,Senin,Bencana Kebakaran,Masyarakat,11:00,Bukit Duri,Tebet,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,5,2000000
1555,16,12,Senin,Bencana Kebakaran,Masyarakat,14:00,Pasar minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,6,5000000
1556,16,12,Senin,Bencana Kebakaran,Masyarakat,18:30,Tanjung Priok,Tanjung Priok,Kota Administrasi Jakarta Utara,Kabel Tiang Listrik,,Listrik,,10000000
1557,16,12,Senin,Bencana Kebakaran,Petugas Pemadam,9:35,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,Kebocoran Pada Selang Freon,,Lain,,200000000
1558,17,12,Selasa,Bencana Kebakaran,Petugas Pemadam,21:10,Pasar Manggis,Setiabudi,Kota Administrasi Jakarta Selatan,Kabel Udara PLN,,Listrik,,2000000
1559,18,12,Rabu,Bencana Kebakaran,Masyarakat,17:25,Palmerah,Palmerah,Kota Administrasi Jakarta Barat,Kabel Udara PLN,,Listrik,,1000000
1560,19,12,Kamis,Bencana Kebakaran,Masyarakat,10:30,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,Ruang Karaoke dan Spa,Bangunan Rendah,Listrik,,150000000
1561,19,12,Kamis,Bencana Kebakaran,Masyarakat,13:10,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,7,50000000
1562,20,12,Jumat,Bencana Kebakaran,Masyarakat,21:40,Tangerang,Tangerang,Kota Tangerang,Rumah Konveksi,Bangunan Rendah,Listrik,,3000000000
1563,20,12,Jumat,Bencana Kebakaran,Masyarakat,23:30,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,Rumah Tinggal,Bangunan Rendah,Listrik,60,950000000
1565,21,12,Sabtu,Bencana Kebakaran,Masyarakat,13:27,Petukangan Selatan,Pesanggrahan,Kota Administrasi Jakarta Selatan,Lapak Pemulung,Bangunan Rendah,Lain,4,20000000
1566,22,12,Minggu,Bencana Kebakaran,Masyarakat,1:50,Karang Anyar,Sawah Besar,Kota Administrasi Jakarta Pusat,Counter HP Lt.4,Bangunan Rendah,Listrik,,50000000
1567,22,12,Minggu,Bencana Kebakaran,Masyarakat,3:55,Menteng Dalam,Tebet,Kota Administrasi Jakarta Selatan,Rumah Bedeng,Bangunan Rendah,Listrik,30,50000000
1570,23,12,Senin,Bencana Kebakaran,Masyarakat,23:45,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,Panel Box Listrik Alfamart,Bangunan Rendah,Listrik,,5000000
1571,24,12,Selasa,Bencana Kebakaran,Petugas Instansi Lain,12:07,Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,Ruang Gudang,Bangunan Rendah,Listrik,3,5000000
1572,24,12,Selasa,Bencana Kebakaran,Masyarakat,13:48,Pasar Manggis,Setiabudi,Kota Administrasi Jakarta Selatan,Rumah Tinggal,Bangunan Rendah,Lain,1,50000000
1573,24,12,Selasa,Bencana Kebakaran,Masyarakat,10:00,Ceger,Cipayung,Kota Administrasi Jakarta Timur,Gedung Graha Lukisan,Bangunan Rendah,Listrik,,10000000
1574,24,12,Selasa,Bencana Kebakaran,Masyarakat,10:00,Kalisari,Pasar Rebo,Kota Administrasi Jakarta Timur,Rumah Tinggal,Bangunan Rendah,Lain,4,50000000
1576,24,12,Selasa,Bencana Kebakaran,Petugas Instansi Lain,21:55,Pisangan Baru,Matraman,Kota Administrasi Jakarta Timur,Mobil Yaris B 1525 KMA,,Listrik,,20000000
1577,25,12,Rabu,Bencana Kebakaran,Masyarakat,14:38,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,Rumah Kontrakan,Bangunan Rendah,Listrik,13,600000000
1578,25,12,Rabu,Bencana Kebakaran,Petugas Instansi Lain,10:33,Karang Anyar,Sawah Besar,Kota Administrasi Jakarta Pusat,Ruko,Bangunan Rendah,Listrik,,10000000
1579,26,12,Kamis,Bencana Kebakaran,Masyarakat,17:40,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,Rumah Tinggal,Bangunan Rendah,Listrik,6,150000000
1580,26,12,Kamis,Bencana Kebakaran,Masyarakat,20:35,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,Sepeda Motor,,Lain,,10000000
1582,27,12,Jumat,Bencana Kebakaran,Petugas Pemadam,8:25,Kramat Jati,Kramat Jati,Kota Administrasi Jakarta Timur,Mobil Angkot B 2290 VY,,Listrik,,10000000
1583,27,12,Jumat,Bencana Kebakaran,Masyarakat,9:20,Gambir,Gambir,Kota Administrasi Jakarta Pusat,Restoran Hoka Hoka Bento,Bangunan Rendah,Lain,,500000000
1585,28,12,Sabtu,Bencana Kebakaran,Petugas Pemadam,19:05,Kembangan Selatan,Kembangan,Kota Administrasi Jakarta Barat,Box Meter Listrik,Bangunan Rendah,Listrik,,1000000
1586,29,12,Minggu,Bencana Kebakaran,Masyarakat,4:05,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,Warung Makan,Bangunan Rendah,Lain,,750000000
1587,29,12,Minggu,Bencana Kebakaran,Petugas Pemadam,4:20,Tangerang,Tangerang,Kota Tangerang,Kios Buah,Bangunan Rendah,Listrik,,50000000
1588,29,12,Minggu,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Instansi Lain,5:20,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,Mobil Tangki Pertamina,,Lain,,1000000000
1589,29,12,Minggu,Bencana Kebakaran,Masyarakat,11:45,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,Rumah Tinggal,,Listrik,4,40000000
1591,31,12,Selasa,Bencana Kebakaran,Masyarakat,6:30,Kampung Rawa,Johar Baru,Kota Administrasi Jakarta Pusat,LL,Bangunan Rendah,Listrik,3,1000000
1592,31,12,Selasa,Bencana Kebakaran,Masyarakat,11:40,Kelapa Dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,Kompor Gas,Bangunan Rendah,Kompor,3,1000000
